"The recipe","Source file count","Source file changed count","Cumulative scanning time","99th percentile scanning time","Max scanning time","Cumulative edit time","99th percentile edit time","Max edit time"
"The recipe whose stats are being measured both individually and cumulatively.","The number of source files the recipe ran over.","The number of source files which were changed in the recipe run. Includes files created, deleted, and edited.","The total time spent across the scanning phase of this recipe.","99 out of 100 scans completed in this amount of time.","The max time scanning any one source file.","The total time spent across the editing phase of this recipe.","99 out of 100 edits completed in this amount of time.","The max time editing any one source file."
"org.openrewrite.java.spring.framework.UseObjectUtilsIsEmpty","69","19","0","0.0","0","12794","0.99","7959"
"org.openrewrite.java.migrate.JpaCacheProperties","23","19","0","0.0","0","16920","0.99","14792"
"org.openrewrite.text.FindAndReplace","92","19","0","0.0","0","2897332","0.99","2352375"
"org.openrewrite.java.ChangeMethodTargetToStatic","437","19","0","0.0","0","370561","0.99","27042"
"org.openrewrite.java.migrate.javax.MigrateElementScanner6To9","23","19","0","0.0","0","1166","0.99","250"
"org.openrewrite.openapi.swagger.ConvertApiResponseCodesToStrings","23","19","0","0.0","0","413835","0.99","168875"
"org.openrewrite.RenameFile","23","19","0","0.0","0","35326668","0.99","7540167"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_7","92","19","0","0.0","0","4750","0.99","1042"
"org.openrewrite.java.spring.security6.UpdateRequestCache","69","19","0","0.0","0","32795","0.99","4000"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes","23","19","0","0.0","0","2166","0.99","1333"
"org.openrewrite.xml.ChangeTagAttribute","552","19","0","0.0","0","1544453","0.99","593334"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_TimeUnit","46","19","0","0.0","0","1833","0.99","167"
"org.openrewrite.java.spring.boot2.HeadersConfigurerLambdaDsl","69","19","0","0.0","0","5652496","0.99","4058833"
"org.openrewrite.java.migrate.lang.UseTextBlocks","23","19","0","0.0","0","2911544","0.99","1777083"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterOrDigitToIsJavaIdentifierPart","23","19","0","0.0","0","1337","0.99","292"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_DeprecatedMethods","46","19","0","0.0","0","8417","0.99","1875"
"org.openrewrite.java.spring.framework.MigrateResponseStatusException","46","19","0","0.0","0","2583","0.99","292"
"org.openrewrite.java.spring.security6.ApplyToWithLambdaDsl","23","19","0","0.0","0","5442374","0.99","5281000"
"org.openrewrite.java.migrate.jakarta.RestAssuredJavaxToJakarta","23","19","0","0.0","0","1960","0.99","1000"
"org.openrewrite.java.testing.mockito.CleanupMockitoImports","46","19","0","0.0","0","5232625","0.99","4142375"
"org.openrewrite.java.testing.junit5.UseMockitoExtension","23","19","0","0.0","0","1044","0.99","209"
"org.openrewrite.java.migrate.UpgradeToJava6","23","19","0","0.0","0","916","0.99","166"
"org.openrewrite.java.migrate.UpgradeToJava17","23","19","0","0.0","0","1625","0.99","375"
"org.openrewrite.java.migrate.UpgradeToJava7","23","19","0","0.0","0","455","0.99","125"
"org.openrewrite.java.spring.security5.UpdatePbkdf2PasswordEncoder","69","19","0","0.0","0","330919","0.99","26667"
"org.openrewrite.java.migrate.UpgradeToJava8","23","19","0","0.0","0","1249","0.99","209"
"org.openrewrite.java.testing.mockito.ReplacePowerMockito","46","19","0","0.0","0","3001","0.99","416"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_2","23","19","0","0.0","0","751","0.99","375"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_3","23","19","0","0.0","0","1085","0.99","458"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_4","23","19","0","0.0","0","1458","0.99","333"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_5","23","19","0","0.0","0","1041","0.99","416"
"org.openrewrite.maven.ChangeManagedDependencyGroupIdAndArtifactId","230","19","0","0.0","0","448249","0.99","137833"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_0","23","19","0","0.0","0","1208","0.99","500"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_1","23","19","0","0.0","0","1206","0.99","416"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_6","23","19","0","0.0","0","1749","0.99","583"
"org.openrewrite.java.migrate.javax.MigrateAbstractTypeVisitor6To9","23","19","0","0.0","0","2292","0.99","1291"
"org.openrewrite.config.DeclarativeRecipe$PreconditionBellwether","230","19","0","0.0","0","6857543","0.99","661416"
"org.openrewrite.java.spring.boot2.UpgradeSpringBoot_2_7","23","19","0","0.0","0","2251","0.99","1208"
"org.openrewrite.java.migrate.jakarta.JavaxAuthorizationMigrationToJakartaAuthorization","23","19","0","0.0","0","793","0.99","208"
"org.openrewrite.java.dependencies.ChangeDependency","3841","19","0","0.0","0","112807089","0.99","79899459"
"org.openrewrite.java.migrate.JREJdbcInterfaceNewMethods","23","19","0","0.0","0","2624","0.99","1208"
"org.openrewrite.java.spring.boot2.MigrateDatabaseCredentials$MigrateDatabaseCredentialsForToolYaml","46","19","0","0.0","0","658914","0.99","288083"
"org.openrewrite.java.spring.security5.WebSecurityConfigurerAdapter","92","19","0","0.0","0","5978585","0.99","2685833"
"org.openrewrite.apache.httpclient4.UpgradeApacheHttpClient_4_5","46","19","0","0.0","0","1503","0.99","250"
"org.openrewrite.java.migrate.ReplaceComSunAWTUtilitiesMethods","23","19","0","0.0","0","1111789","0.99","264208"
"org.openrewrite.openapi.swagger.MigrateApiImplicitParamsToParameters","23","19","0","0.0","0","1084","0.99","250"
"org.openrewrite.java.migrate.javax.MigrateAbstractAnnotationValueVisitor6To9","23","19","0","0.0","0","1208","0.99","250"
"org.openrewrite.java.spring.boot2.DatabaseComponentAndBeanInitializationOrdering","23","19","0","0.0","0","1703538","0.99","608500"
"org.openrewrite.maven.RemoveDependency","690","19","0","0.0","0","6065252","0.99","2817667"
"org.openrewrite.apache.httpclient5.AddTimeUnitArgument","230","19","0","0.0","0","8512135","0.99","398667"
"org.openrewrite.java.spring.boot2.ReplaceDeprecatedEnvironmentTestUtils","23","19","0","0.0","0","255538","0.99","126042"
"org.openrewrite.java.testing.junit5.AddJupiterDependencies","23","19","2900169","0.99","1022084","1693375","0.99","1576750"
"org.openrewrite.hibernate.MigrateBooleanMappings","46","19","0","0.0","0","533002","0.99","70541"
"org.openrewrite.java.migrate.net.MigrateURLEncoderEncode","23","19","0","0.0","0","29791","0.99","3625"
"org.openrewrite.java.spring.batch.MigrateItemWriterWrite","23","19","0","0.0","0","112123","0.99","37875"
"org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.2","46","19","0","0.0","0","10793","0.99","9041"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerWeakCompareAndSetToWeakCompareAndSetPlain","23","19","0","0.0","0","1246","0.99","208"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicReferenceWeakCompareAndSetToWeakCompareAndSetPlain","23","19","0","0.0","0","1791","0.99","625"
"org.openrewrite.java.migrate.logging.MigrateInterfaceLoggingMXBeanToPlatformLoggingMXBean","23","19","0","0.0","0","835","0.99","167"
"org.openrewrite.java.testing.junit5.TemporaryFolderToTempDir","23","19","0","0.0","0","203546","0.99","84750"
"org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.0","46","19","0","0.0","0","1958","0.99","584"
"org.openrewrite.java.spring.boot2.SpringBoot2JUnit4to5Migration","23","19","0","0.0","0","916","0.99","166"
"org.openrewrite.hibernate.MigrateToHypersistenceUtilsHibernate6.3","23","19","0","0.0","0","752","0.99","125"
"org.openrewrite.java.migrate.javax.MigrateCounterMonitorSetThresholdToSetInitThreshold","23","19","0","0.0","0","1334","0.99","209"
"org.openrewrite.java.migrate.InternalBindPackages","23","19","0","0.0","0","1835","0.99","375"
"org.openrewrite.java.migrate.ChangeMethodInvocationReturnType","23","19","0","0.0","0","940336","0.99","142542"
"org.openrewrite.java.migrate.lang.StringFormatted","23","19","0","0.0","0","959251","0.99","157666"
"org.openrewrite.java.spring.kafka.KafkaOperationsSendReturnType","23","19","0","0.0","0","766914","0.99","539833"
"org.openrewrite.java.testing.junit5.GradleUseJunitJupiter","23","19","0","0.0","0","1333","0.99","334"
"org.openrewrite.java.migrate.jakarta.JavaxXmlBindMigrationToJakartaXmlBind","23","19","0","0.0","0","790","0.99","250"
"org.openrewrite.java.migrate.jakarta.JavaxMailToJakartaMail","23","19","0","0.0","0","750","0.99","167"
"org.openrewrite.java.migrate.BeansXmlNamespace","23","19","0","0.0","0","7126","0.99","5959"
"org.openrewrite.java.migrate.RemovedRMIConnectorServerCredentialTypesConstant","23","19","0","0.0","0","873","0.99","125"
"org.openrewrite.hibernate.TypeDescriptorToType","46","19","0","0.0","0","2877","0.99","416"
"org.openrewrite.java.migrate.jakarta.JavaxEjbToJakartaEjb","23","19","0","0.0","0","709","0.99","167"
"org.openrewrite.java.migrate.concurrent.JavaConcurrentAPIs","23","19","0","0.0","0","1083","0.99","209"
"org.openrewrite.openapi.swagger.MigrateApiToTag","23","19","0","0.0","0","1836","0.99","458"
"org.openrewrite.reactive.reactor.ReactorProcessorCacheToSinkRecipes$ReplayProcessorCacheToSinkRecipe","23","19","0","0.0","0","236706","0.99","50208"
"org.openrewrite.java.spring.ImplicitWebAnnotationNames","23","19","0","0.0","0","2206708","0.99","529292"
"org.openrewrite.hibernate.MigrateToHibernate61","46","19","0","0.0","0","1876","0.99","459"
"org.openrewrite.hibernate.MigrateToHibernate60","46","19","0","0.0","0","1045","0.99","125"
"org.openrewrite.hibernate.MigrateToHibernate63","23","19","0","0.0","0","876","0.99","166"
"org.openrewrite.hibernate.MigrateToHibernate62","23","19","0","0.0","0","1873","0.99","542"
"org.openrewrite.java.migrate.jakarta.RemoveJakartaAnnotationDependency","23","19","0","0.0","0","1208","0.99","209"
"org.openrewrite.gradle.UpdateJavaCompatibility","46","19","0","0.0","0","6256","0.99","625"
"org.openrewrite.java.migrate.jakarta.JohnzonJavaxToJakarta","23","19","0","0.0","0","1083","0.99","333"
"org.openrewrite.java.migrate.RemovedFileIOFinalizeMethods","23","19","0","0.0","0","627","0.99","208"
"org.openrewrite.java.spring.boot2.MigrateLoggingSystemPropertyConstants","23","19","0","0.0","0","154711","0.99","26917"
"org.openrewrite.java.testing.junit5.TempDirNonFinal","23","19","0","0.0","0","121871","0.99","26625"
"org.openrewrite.java.spring.kafka.RemoveUsingCompletableFuture","23","19","0","0.0","0","4157416","0.99","977500"
"org.openrewrite.java.testing.junit5.RemoveObsoleteRunners","46","19","0","0.0","0","477042","0.99","54125"
"org.openrewrite.java.migrate.lang.MigrateSecurityManagerMulticast","23","19","0","0.0","0","16165","0.99","6625"
"org.openrewrite.gradle.UpdateGradleWrapper","161","19","5383249","0.99","1489375","316713","0.99","83209"
"org.openrewrite.java.spring.boot2.UnnecessarySpringExtension","46","19","0","0.0","0","268543","0.99","39334"
"org.openrewrite.java.spring.batch.RemoveDefaultBatchConfigurer","23","19","0","0.0","0","389377","0.99","177583"
"org.openrewrite.java.UseStaticImport","23","19","0","0.0","0","23039","0.99","3583"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime$AddJaxwsRuntimeGradle","23","19","0","0.0","0","1625","0.99","292"
"org.openrewrite.java.migrate.jakarta.JavaxValidationMigrationToJakartaValidation","23","19","0","0.0","0","1001","0.99","208"
"org.openrewrite.java.spring.boot3.RemoveSolrAutoConfigurationExclude","23","19","0","0.0","0","2806208","0.99","1396125"
"org.openrewrite.java.migrate.logging.MigrateLoggerLogrbToUseResourceBundle","23","19","0","0.0","0","20836","0.99","8250"
"org.openrewrite.java.testing.junit5.EnclosedToNested","23","19","0","0.0","0","119624","0.99","27375"
"org.openrewrite.java.spring.data.UseJpaRepositoryDeleteAllInBatch","46","19","0","0.0","0","4500","0.99","1334"
"org.openrewrite.java.spring.security6.RemoveUseAuthorizationManager","69","19","0","0.0","0","3131","0.99","625"
"org.openrewrite.java.spring.cloud2022.DependencyUpgrades","46","19","0","0.0","0","1747","0.99","209"
"org.openrewrite.java.spring.boot2.MigrateErrorPropertiesIncludeStackTraceConstants","23","19","0","0.0","0","135457","0.99","27084"
"org.openrewrite.java.spring.security5.AuthorizeHttpRequests","69","19","0","0.0","0","12273419","0.99","9530792"
"org.openrewrite.java.spring.batch.ListenerSupportClassToInterface","23","19","0","0.0","0","918","0.99","250"
"org.openrewrite.java.spring.boot3.RemoveEnableBatchProcessing","23","19","0","0.0","0","406625","0.99","174208"
"org.openrewrite.java.RemoveAnnotationAttribute","161","19","0","0.0","0","870207","0.99","88834"
"org.openrewrite.java.spring.boot2.MigrateHttpMessageConvertersPackageName","23","19","0","0.0","0","1290","0.99","375"
"org.openrewrite.java.spring.NoAutowiredOnConstructor","23","19","0","0.0","0","10752959","0.99","9847667"
"org.openrewrite.java.migrate.CastArraysAsListToList","23","19","0","0.0","0","44999","0.99","23917"
"org.openrewrite.java.migrate.javax.AddJaxbDependencies","23","19","0","0.0","0","1955","0.99","458"
"org.openrewrite.java.migrate.net.MigrateMulticastSocketSetTTLToSetTimeToLive","23","19","0","0.0","0","19376","0.99","3959"
"org.openrewrite.java.migrate.RemoveMethodInvocation","207","19","0","0.0","0","7216416","0.99","342750"
"org.openrewrite.java.spring.security6.RequireExplicitSavingOfSecurityContextRepository","69","19","0","0.0","0","646288","0.99","62958"
"org.openrewrite.java.spring.framework.JdbcTemplateObjectArrayArgToVarArgs","69","19","0","0.0","0","995414","0.99","198000"
"org.openrewrite.java.spring.boot2.MigrateActuatorMediaTypeToApiVersion","23","19","0","0.0","0","1483167","0.99","524291"
"org.openrewrite.java.spring.boot2.MigrateHsqlEmbeddedDatabaseConnection","23","19","0","0.0","0","3454710","0.99","3343917"
"org.openrewrite.java.spring.boot2.MigrateMultipartConfigFactory","23","19","0","0.0","0","409747","0.99","194375"
"org.openrewrite.java.spring.boot2.RestTemplateBuilderRequestFactory","23","19","0","0.0","0","457456","0.99","233625"
"org.openrewrite.java.spring.framework.MigrateSpringAssert","46","19","0","0.0","0","1999","0.99","250"
"org.openrewrite.java.migrate.Java8toJava11","23","19","0","0.0","0","1248","0.99","375"
"org.openrewrite.apache.httpclient4.MappingDeprecatedClasses","46","19","0","0.0","0","1830","0.99","417"
"org.openrewrite.java.spring.security5.UseNewRequestMatchers","69","19","0","0.0","0","1452506587","0.99","1452272000"
"org.openrewrite.java.migrate.jakarta.JavaxResourceToJakartaResource","23","19","0","0.0","0","873","0.99","167"
"org.openrewrite.scala.migrate.UpgradeScala_2_12","23","19","0","0.0","0","1460","0.99","417"
"org.openrewrite.java.spring.boot2.MoveAutoConfigurationToImportsFile","23","19","163584","0.99","65500","663500","0.99","239667"
"org.openrewrite.java.migrate.javax.JavaxXmlStreamAPIs","23","19","0","0.0","0","959","0.99","209"
"org.openrewrite.java.migrate.RemovedToolProviderConstructor","23","19","0","0.0","0","1625","0.99","584"
"org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactoryIsEagerInitFilters","23","19","0","0.0","0","1336","0.99","291"
"org.openrewrite.java.migrate.RemovedRuntimeTraceMethods","23","19","0","0.0","0","2290","0.99","458"
"org.openrewrite.java.migrate.lang.MigrateRuntimeVersionMinorToInterim","23","19","0","0.0","0","832","0.99","166"
"org.openrewrite.java.testing.junit5.UseHamcrestAssertThat","23","19","0","0.0","0","1833","0.99","1041"
"org.openrewrite.java.spring.boot3.MigrateWebMvcTagsToObservationConvention","23","19","0","0.0","0","349542","0.99","172625"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$ReplayProcessorCreateIntLiteralTrueToSinkRecipe","23","19","0","0.0","0","387790","0.99","93125"
"org.openrewrite.java.migrate.DeprecatedLogRecordThreadID","23","19","0","0.0","0","1333","0.99","458"
"org.openrewrite.java.migrate.jakarta.JavaxJsonToJakartaJson","23","19","0","0.0","0","1168","0.99","167"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_ClassMapping","46","19","0","0.0","0","2088","0.99","209"
"org.openrewrite.java.migrate.net.JavaNetAPIs","23","19","0","0.0","0","1459","0.99","375"
"org.openrewrite.java.spring.DeleteSpringProperty","253","19","0","0.0","0","4808141","0.99","1221375"
"org.openrewrite.java.ChangeMethodAccessLevel","92","19","0","0.0","0","628129","0.99","102375"
"org.openrewrite.java.migrate.javax.AddJaxwsRuntime","23","19","0","0.0","0","1292","0.99","375"
"org.openrewrite.github.SetupJavaUpgradeJavaVersion","46","19","0","0.0","0","87125","0.99","33625"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$MonoProcessorCreateToSinkRecipe","23","19","0","0.0","0","433874","0.99","99542"
"org.openrewrite.java.spring.boot2.MigrateHibernateConstraintsToJavax","23","19","0","0.0","0","1583","0.99","458"
"org.openrewrite.java.testing.mockito.Mockito1to4Migration","46","19","0","0.0","0","1459","0.99","125"
"org.openrewrite.java.spring.boot2.MigrateDatabaseCredentials$MigrateDatabaseCredentialsForToolProperties","46","19","0","0.0","0","213543","0.99","170042"
"org.openrewrite.java.spring.boot2.MaybeAddJavaxValidationApi","23","19","0","0.0","0","1539","0.99","416"
"org.openrewrite.java.migrate.JREThrowableFinalMethods","23","19","0","0.0","0","488166","0.99","283541"
"org.openrewrite.hibernate.MigrateToHibernateDependencies60","46","19","0","0.0","0","1372","0.99","458"
"org.openrewrite.java.migrate.jakarta.UpdateApacheWSSecurityPackages","23","19","0","0.0","0","1210","0.99","291"
"org.openrewrite.java.testing.junit5.AddMissingNested","23","19","0","0.0","0","1720123","0.99","749000"
"org.openrewrite.java.migrate.javaee8.ServletIsRequestedSessionIdFromURL","23","19","0","0.0","0","916","0.99","167"
"org.openrewrite.staticanalysis.BigDecimalRoundingConstantsToEnums","23","19","0","0.0","0","165414","0.99","32583"
"org.openrewrite.apache.httpclient5.StatusLine","46","19","0","0.0","0","3124","0.99","375"
"org.openrewrite.java.testing.junit5.VertxUnitToVertxJunit5","23","19","0","0.0","0","3040","0.99","1042"
"org.openrewrite.java.dependencies.RemoveDependency","690","19","0","0.0","0","136539","0.99","106041"
"org.openrewrite.java.spring.boot2.OutputCaptureExtension","23","19","0","0.0","0","297794","0.99","103292"
"org.openrewrite.java.ChangePackage","2530","19","0","0.0","0","25112894","0.99","1435250"
"org.openrewrite.java.testing.junit5.ParameterizedRunnerToParameterized","23","19","0","0.0","0","153457","0.99","39750"
"org.openrewrite.java.testing.junit5.CategoryToTag","23","19","0","0.0","0","113126","0.99","29542"
"org.openrewrite.java.spring.boot3.MigrateThymeleafDependencies","23","19","0","0.0","0","1331","0.99","250"
"org.openrewrite.staticanalysis.InstanceOfPatternMatch","23","19","0","0.0","0","1241664","0.99","321083"
"org.openrewrite.java.migrate.SunNetSslPackageUnavailable","23","19","0","0.0","0","1082","0.99","167"
"org.openrewrite.java.spring.boot2.MigrateToWebServerFactoryCustomizer","23","19","0","0.0","0","1584","0.99","916"
"org.openrewrite.java.migrate.RemovedZipFinalizeMethods","23","19","0","0.0","0","19626","0.99","18417"
"org.openrewrite.java.spring.boot2.SamlRelyingPartyPropertyApplicationPropertiesMove","23","19","0","0.0","0","49252","0.99","45000"
"org.openrewrite.java.migrate.RemovedPolicy","23","19","0","0.0","0","960","0.99","208"
"org.openrewrite.java.migrate.jakarta.JavaxServletToJakartaServlet","23","19","0","0.0","0","1708","0.99","1000"
"org.openrewrite.java.migrate.jakarta.ApplicationPathWildcardNoLongerAccepted","23","19","0","0.0","0","1318045","0.99","621250"
"org.openrewrite.java.migrate.jakarta.JavaxActivationMigrationToJakartaActivation","23","19","0","0.0","0","626","0.99","167"
"org.openrewrite.java.spring.cloud2022.UpgradeSpringCloud_2022","46","19","0","0.0","0","1704","0.99","167"
"org.openrewrite.java.migrate.UseJavaUtilBase64","23","19","0","0.0","0","248375","0.99","45333"
"org.openrewrite.java.testing.mockito.AnyToNullable","46","19","100611792","0.99","34815458","216166","0.99","76583"
"org.openrewrite.java.migrate.javax.MigrateAbstractElementVisitor6To9","23","19","0","0.0","0","1209","0.99","209"
"org.openrewrite.java.spring.cloud2023.DependencyUpgrades","23","19","0","0.0","0","958","0.99","334"
"org.openrewrite.java.testing.junit5.UpdateTestAnnotation","23","19","0","0.0","0","2170584","0.99","490041"
"org.openrewrite.java.migrate.javax.MigrateSimpleElementVisitor6To9","23","19","0","0.0","0","1456","0.99","208"
"org.openrewrite.java.dependencies.AddDependency","667","19","74075969","0.99","1829375","7961086","0.99","407459"
"org.openrewrite.java.testing.junit5.MigrateJUnitTestCase","23","19","0","0.0","0","220541","0.99","55917"
"org.openrewrite.java.spring.ChangeSpringPropertyKey","14191","19","0","0.0","0","154997451","0.99","2673208"
"org.openrewrite.maven.AddPlugin","23","19","0","0.0","0","1542","0.99","333"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_0","46","19","0","0.0","0","8583","0.99","6667"
"org.openrewrite.java.spring.framework.UpgradeSpringFramework_6_1","23","19","0","0.0","0","834","0.99","209"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicIntegerArrayWeakCompareAndSetToWeakCompareAndSetPlain","23","19","0","0.0","0","1085","0.99","167"
"org.openrewrite.java.spring.boot2.MigrateUndertowServletWebServerFactorySetEagerInitFilters","23","19","0","0.0","0","956","0.99","167"
"org.openrewrite.java.migrate.DeprecatedJavaxSecurityCert","23","19","0","0.0","0","1582","0.99","334"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$UnicastProcessorCreateQueueDisposableToSinkRecipe","23","19","0","0.0","0","236543","0.99","49417"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$ReplayProcessorCreateTimeoutToSinkRecipe","23","19","0","0.0","0","298084","0.99","60209"
"org.openrewrite.java.spring.boot3.EnableVirtualThreads","23","19","0","0.0","0","998","0.99","250"
"org.openrewrite.java.testing.junit5.AddHamcrestJUnitDependency","23","19","4026583","0.99","1596542","269834","0.99","210125"
"org.openrewrite.java.migrate.jakarta.JacksonJavaxToJakarta","23","19","0","0.0","0","960","0.99","208"
"org.openrewrite.jenkins.UpgradeJavaVersion","46","19","243171","0.99","96667","687124","0.99","228042"
"org.openrewrite.maven.RemovePluginDependency","23","19","0","0.0","0","428791","0.99","427792"
"org.openrewrite.openapi.swagger.MigrateApiModelPropertyToSchema","23","19","0","0.0","0","1584","0.99","375"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$ReplayProcessorCreateIntToSinkRecipe","23","19","0","0.0","0","233247","0.99","50166"
"org.openrewrite.java.testing.hamcrest.AddHamcrestIfUsed","23","19","0","0.0","0","1624","0.99","708"
"org.openrewrite.java.migrate.lang.MigrateClassLoaderDefineClass","23","19","0","0.0","0","2225206","0.99","1173041"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$EmitterProcessorCreateToSinkRecipe","23","19","0","0.0","0","332790","0.99","72625"
"org.openrewrite.java.springdoc.UpgradeSpringDoc_2","23","19","0","0.0","0","1165","0.99","250"
"org.openrewrite.java.migrate.jakarta.JavaxXmlWsMigrationToJakartaXmlWs","23","19","0","0.0","0","914","0.99","208"
"org.openrewrite.java.migrate.jakarta.JavaxEEApiToJakarta","23","19","0","0.0","0","1293","0.99","334"
"org.openrewrite.hibernate.TypeAnnotationParameter","46","19","0","0.0","0","2842705","0.99","1805083"
"org.openrewrite.java.migrate.nio.file.PathsGetToPathOf","23","19","0","0.0","0","1293","0.99","292"
"org.openrewrite.java.migrate.jakarta.JavaxAuthenticationMigrationToJakartaAuthentication","23","19","0","0.0","0","1043","0.99","167"
"org.openrewrite.openapi.swagger.MigrateApiParamToParameter","23","19","0","0.0","0","1459","0.99","667"
"org.openrewrite.java.migrate.javax.AddCommonAnnotationsDependencies","23","19","0","0.0","0","1454","0.99","208"
"org.openrewrite.java.migrate.ReferenceCloneMethod","23","19","0","0.0","0","50458","0.99","15375"
"org.openrewrite.java.spring.framework.MigrateResponseEntityExceptionHandlerHttpStatusToHttpStatusCode","46","19","0","0.0","0","1223005","0.99","759834"
"org.openrewrite.java.springdoc.SwaggerToSpringDoc","23","19","0","0.0","0","834","0.99","209"
"org.openrewrite.maven.ExcludeDependency","46","19","0","0.0","0","504249","0.99","272917"
"org.openrewrite.java.spring.kafka.KafkaTestUtilsDuration","23","19","0","0.0","0","33500","0.99","8083"
"org.openrewrite.java.migrate.javaee6","23","19","0","0.0","0","876","0.99","125"
"org.openrewrite.apache.httpclient5.NewStatusLine","46","19","0","0.0","0","1986458","0.99","372125"
"org.openrewrite.java.migrate.concurrent.MigrateAtomicLongWeakCompareAndSetToWeakCompareAndSetPlain","23","19","0","0.0","0","3043","0.99","1917"
"org.openrewrite.java.AddLiteralMethodArgument","506","19","0","0.0","0","270290","0.99","41500"
"org.openrewrite.java.migrate.javaee8","23","19","0","0.0","0","1041","0.99","166"
"org.openrewrite.java.migrate.javaee7","23","19","0","0.0","0","917","0.99","125"
"org.openrewrite.java.migrate.jakarta.JavaxPersistenceToJakartaPersistence","69","19","0","0.0","0","2708","0.99","250"
"org.openrewrite.java.migrate.javax.MigrateXMLOutputFactoryNewInstanceToNewFactory","23","19","0","0.0","0","873","0.99","209"
"org.openrewrite.java.spring.security5.UpdateArgon2PasswordEncoder","69","19","0","0.0","0","295707","0.99","23125"
"org.openrewrite.java.migrate.javax.MigrateSimpleTypeVisitor6To9","23","19","0","0.0","0","1291","0.99","250"
"org.openrewrite.openapi.swagger.UseJakartaSwaggerArtifacts","23","19","0","0.0","0","1126","0.99","292"
"org.openrewrite.java.ChangeType","5911","19","0","0.0","0","290086819","0.99","6221167"
"org.openrewrite.maven.RemovePlugin","23","19","0","0.0","0","150625","0.99","148458"
"org.openrewrite.java.spring.framework.MigrateUtf8MediaTypes","92","19","0","0.0","0","2904042","0.99","1195125"
"org.openrewrite.java.migrate.lang.MigrateCharacterIsJavaLetterToIsJavaIdentifierStart","23","19","0","0.0","0","1000","0.99","250"
"org.openrewrite.openapi.swagger.MigrateApiOperationToOperation","23","19","0","0.0","0","3128","0.99","1292"
"org.openrewrite.java.spring.boot3.DowngradeServletApiWhenUsingJetty","23","19","0","0.0","0","421334","0.99","419083"
"org.openrewrite.java.migrate.javax.AddJaxwsDependencies","23","19","0","0.0","0","1249","0.99","375"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$ReplayProcessorCreateSizeAndTimeoutToSinkRecipe","23","19","0","0.0","0","244958","0.99","55500"
"org.openrewrite.java.spring.data.MigrateJpaSort","69","19","0","0.0","0","2005082","0.99","330500"
"org.openrewrite.java.testing.junit5.TestRuleToTestInfo","23","19","0","0.0","0","107624","0.99","26500"
"org.openrewrite.java.spring.boot2.ChangeEmbeddedServletContainerCustomizer","23","19","0","0.0","0","1255086","0.99","635917"
"org.openrewrite.java.testing.junit5.ThrowingRunnableToExecutable","23","19","0","0.0","0","1125","0.99","250"
"org.openrewrite.java.spring.security6.RemoveFilterSecurityInterceptorOncePerRequest","69","19","0","0.0","0","5265959","0.99","384750"
"org.openrewrite.java.testing.mockito.MockitoWhenOnStaticToMockStatic","46","19","0","0.0","0","549291","0.99","350250"
"org.openrewrite.java.migrate.logging.MigrateLogRecordSetMillisToSetInstant","23","19","0","0.0","0","44166","0.99","14041"
"org.openrewrite.java.spring.cloud2023.UpgradeSpringCloud_2023","23","19","0","0.0","0","1041","0.99","208"
"org.openrewrite.java.spring.security6.PropagateAuthenticationServiceExceptions","69","19","0","0.0","0","644836","0.99","64791"
