"The recipe","Source file count","Source file changed count","Cumulative scanning time","99th percentile scanning time","Max scanning time","Cumulative edit time","99th percentile edit time","Max edit time"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes$ReplayProcessorCreateToSinkRecipe","23","19","0","0.0","0","297460","0.99","92042"
"org.openrewrite.java.migrate.maven.UseMavenCompilerPluginReleaseConfiguration","46","19","0","0.0","0","10323835","0.99","5506375"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_8","69","19","0","0.0","0","13167","0.99","11250"
"org.openrewrite.java.migrate.jakarta.JavaxInterceptorToJakartaInterceptor","23","19","0","0.0","0","1082","0.99","375"
"org.openrewrite.java.springdoc.ReplaceSpringFoxDependencies","23","19","0","0.0","0","1334","0.99","250"
"org.openrewrite.java.migrate.ThreadStopDestroy","23","19","0","0.0","0","1746","0.99","417"
"org.openrewrite.java.testing.mockito.MockitoJUnitRunnerSilentToExtension","23","19","0","0.0","0","264417","0.99","56083"
"org.openrewrite.java.testing.junit5.UpdateMockWebServer","23","19","0","0.0","0","693670","0.99","310792"
"org.openrewrite.java.spring.framework.UseObjectUtilsIsEmpty","69","19","0","0.0","0","9458","0.99","5875"
"org.openrewrite.java.migrate.JpaCacheProperties","23","19","0","0.0","0","20167","0.99","17292"
"org.openrewrite.text.FindAndReplace","92","19","0","0.0","0","2910327","0.99","1393834"
"org.openrewrite.java.ChangeMethodTargetToStatic","437","19","0","0.0","0","414036","0.99","59542"
"org.openrewrite.java.migrate.javax.MigrateElementScanner6To9","23","19","0","0.0","0","1626","0.99","292"
"org.openrewrite.openapi.swagger.ConvertApiResponseCodesToStrings","23","19","0","0.0","0","410629","0.99","185334"
"org.openrewrite.RenameFile","23","19","0","0.0","0","36869375","0.99","5375667"
"org.openrewrite.java.spring.security5.UpgradeSpringSecurity_5_7","92","19","0","0.0","0","3665","0.99","375"
"org.openrewrite.java.spring.security6.UpdateRequestCache","69","19","0","0.0","0","43082","0.99","8625"
"org.openrewrite.reactive.reactor.ReactorProcessorCreateToSinkRecipes","23","19","0","0.0","0","748","0.99","125"
"org.openrewrite.xml.ChangeTagAttribute","552","19","0","0.0","0","1153503","0.99","309458"
"org.openrewrite.apache.httpclient5.UpgradeApacheHttpClient_5_TimeUnit","46","19","0","0.0","0","1628","0.99","167"
"org.openrewrite.java.spring.boot2.HeadersConfigurerLambdaDsl","69","19","0","0.0","0","5769416","0.99","4486959"
"org.openrewrite.java.migrate.lang.UseTextBlocks","23","19","0","0.0","0","1029374","0.99","157083"
